TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-25,2026-09-25,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,14870.00,15010.01,14870.00,15010.01,15010.01,15050.00,,15010.01,,,38,568980.13,10,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15000.00,15000.00,15000.00,15000.00,15000.00,14928.00,,15000.00,,,153,2295000.00,5,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,15000.00,15400.00,14751.00,15026.96,15400.00,15000.00,,15026.96,,,100,1495510.19,30,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,15000.00,15200.00,15000.00,15200.00,15200.00,14950.50,,15200.00,,,3,45200.00,2,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,8766,IN0020180561,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,15000.00,15000.00,15000.00,15000.00,15000.00,14899.90,,15000.00,,,3,45000.00,1,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,15190.00,15190.00,15000.00,15139.99,15139.99,14990.00,,15139.99,,,18,271184.92,12,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,15021.01,15150.00,15021.01,15150.00,15150.00,15010.90,,15150.00,,,347,5237459.80,87,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,14932.50,15065.00,14931.00,15030.00,15065.00,14920.00,,15030.00,,,77,1154615.02,15,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,15189.98,15189.98,14940.00,14962.78,14960.00,14895.90,,14962.78,,,363,5433451.32,49,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,14893.00,14893.00,14893.00,14893.00,14893.00,15050.00,,14893.00,,,1,14893.00,1,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,14940.01,15139.99,14938.07,15055.85,15023.01,14938.06,,15055.85,,,2113,31831901.73,129,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,14912.00,15020.00,14912.00,15004.16,15020.00,14899.06,,15004.16,,,110,1649068.83,25,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,14951.00,15100.01,14951.00,15100.01,15100.01,14951.00,,15100.01,,,130,1962511.03,15,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,15074.89,15150.26,14931.01,15000.06,15000.00,14999.89,,15000.06,,,300,4499710.63,37,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,14927.50,15050.00,14927.50,15050.00,15050.00,14915.60,,15050.00,,,28,419466.20,14,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,15020.00,15289.99,14971.00,15050.00,15050.00,15020.05,,15050.00,,,217,3266548.67,58,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,15006.00,15120.00,15000.00,15119.99,15120.00,15000.00,,15110.42,,,147,2213086.35,42,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,14921.01,15079.00,14921.01,15044.80,15044.80,14916.80,,15044.80,,,9,135001.01,8,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,2200,IN0020200393,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,14976.00,14976.00,14976.00,14976.00,14976.00,14935.17,,14976.00,,,3,44928.00,3,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,14950.00,15049.97,14950.00,14972.31,14999.99,14995.48,,14972.31,,,263,3938967.67,57,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,15145.00,15250.00,15101.00,15126.26,15250.00,15200.00,,15142.20,,,147,2224172.87,56,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,11192,IN0020220078,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,15211.00,15249.98,15128.03,15171.16,15220.00,15210.00,,15171.16,,,135,2050014.70,49,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,13642,IN0020220110,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,15205.01,15339.99,15185.01,15306.31,15329.97,15204.11,,15275.81,,,61,928285.95,24,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,7879,IN0020210236,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,15021.01,15156.40,15021.01,15104.93,15156.40,15145.00,,15104.93,,,61,920127.69,24,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,8401,IN0020210319,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,15006.00,15111.01,15006.00,15100.20,15100.00,15003.93,,15100.20,,,21,317002.05,10,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,17202,IN0020230069,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,15325.93,15399.99,15275.00,15371.39,15354.90,15325.92,,15367.54,,,281,4310593.66,77,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,19456,IN0020230093,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,15304.00,15369.99,15299.99,15338.63,15369.99,15292.88,,15357.48,,,650,9957966.18,150,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,22476,IN0020230168,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,15395.00,15530.00,15395.00,15509.03,15480.00,15400.56,,15509.03,,,820,12672647.27,152,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,14598,IN0020220169,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,15200.00,15319.99,15110.01,15262.50,15240.00,15229.35,,15263.66,,,46,701032.72,30,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,22886,IN0020230184,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,15592.56,15819.99,15592.56,15758.98,15799.99,15592.55,,15759.05,,,1622,25542980.19,276,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,215.01,219.80,212.78,217.58,217.55,213.87,,217.54,,,101345,21981347.25,2985,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,40.16,40.39,39.00,39.87,39.95,39.77,,39.87,,,4675,185064.74,49,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1080.00,1087.90,1062.30,1073.00,1073.00,1080.80,,1073.00,,,738050,792218326.30,36597,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,145.85,147.10,145.55,146.50,147.10,145.85,,146.53,,,8107,1186090.40,243,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,763602,INF579M01BP5,MSCI360,EQ,,,,,360ONEAMC - MSCI360,9.88,9.88,9.72,9.74,9.83,9.88,,9.74,,,13737,133880.68,47,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,223.00,225.54,221.76,225.19,225.53,222.40,,225.19,,,7141,1597754.19,304,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,762518,INE994E01018,3BBLACKBIO,EQ,,,,,3B BLACKBIO DX LTD.,1398.30,1473.90,1381.00,1456.20,1473.00,1406.00,,1457.56,,,8013,11345583.80,1282,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,6240,INE748C01038,3IINFOLTD,BE,,,,,3I INFOTECH LIMITED,24.94,25.50,23.90,24.35,24.40,24.96,,24.35,,,233223,5685257.86,818,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,34595.00,34595.00,33800.00,33925.00,33800.00,34590.00,,33925.57,,,2731,92937460.00,1239,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,29.42,31.20,29.42,30.99,30.99,30.52,,30.99,,,2653,80325.36,98,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,310.00,315.00,305.00,308.90,307.10,308.40,,308.90,,,27267,8426963.25,1181,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,867.50,877.60,851.35,857.65,856.00,862.90,,857.72,,,180556,155713387.25,8227,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,20034,INE261F07032,764NABAR31,N2,,,,,7.64% TAX FREE TRI SRIIB,1114.18,1114.18,1112.10,1114.18,1114.18,1114.18,,1114.18,,,19,21150.70,3,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,19928,INE031A07AO5,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1128.00,1128.00,1128.00,1128.00,1128.00,1130.00,,1130.95,,,1,1128.00,1,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,20022,INE134E07208,830PFCL27,N5,,,,,8.30% TAX FREE NCD,1087.00,1093.00,1087.00,1088.00,1088.00,1087.00,,1088.00,,,183,199251.00,8,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,192,INE906B07DF8,875NHAI29,N6,,,,,8.75% TAX FREE TR I S IIB,1108.00,1124.49,1108.00,1123.66,1123.99,1118.00,,1122.72,,,2465,2753531.22,25,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,19968,INE031A07949,876HUDCO28,ND,,,,,8.76% TAX FREETRI SR2B,1140.03,1141.01,1140.03,1140.11,1140.06,1142.00,,1140.11,,,700,798061.75,6,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,31768,INE733E07JJ9,891NTPC33,N6,,,,,8.91%S-R-NCD SERIES 3B,1289.00,1289.00,1289.00,1289.00,1289.00,1277.05,,1289.00,,,1,1289.00,1,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,31487,INE848E07567,892NHPC33,N6,,,,,8.92% SEC RED BOND S3B,1265.00,1265.00,1265.00,1265.00,1265.00,1260.00,,1265.00,,,140,177100.00,2,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,19970,INE031A07AB2,901HUDCO34,NE,,,,,9.01% TAX FREETRII SR3B,1287.00,1287.00,1282.06,1282.06,1282.06,1287.70,,1282.06,,,29,37248.90,3,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,759130,INE08PH01015,ABCOTS,EQ,,,,,A B COTSPIN INDIA LIMITED,203.00,208.00,200.01,203.07,202.45,201.58,,203.07,,,4142,840704.05,134,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,27016,INE00YB01025,ABINFRA,BE,,,,,A B INFRABUILD LIMITED,12.70,12.70,12.11,12.58,12.50,12.31,,12.58,,,438034,5445939.76,273,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,762528,INE850B01026,ABMKNO,EQ,,,,,A B M KNOWLEDGEWARE LTD.,170.80,189.00,168.00,174.07,178.00,170.80,,174.07,,,7283,1306083.55,231,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,762536,INE366C01021,ACSTECH,BE,,,,,A C S TECHNOLOGIES LTD.,80.41,84.38,80.00,84.38,84.38,80.37,,84.49,,,430830,35908897.19,1273,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,762538,INE701G01012,AKCAPIT,EQ,,,,,A K CAPITAL SERVICES LTD.,1745.70,1755.00,1745.70,1754.00,1750.00,1729.20,,1750.19,,,204,357060.70,29,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,20906,INE619I01012,A2ZINFRA,EQ,,,,,A2Z INFRA ENGINEERING LTD,14.56,15.14,14.56,14.72,14.72,14.74,,14.72,,,167738,2495050.83,382,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,12533,INE0D0U01013,AAATECH,EQ,,,,,AAA TECHNOLOGIES LIMITED,93.20,105.90,89.26,101.50,101.75,91.84,,101.52,,,735186,69268123.94,2304,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,23729,INE883F01010,AADHARHFC,EQ,,,,,AADHAR HOUSING FINANCE L,446.55,450.60,441.30,444.50,443.10,446.70,,444.50,,,440466,196334829.60,16035,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,757579,INE1GYP01013,AAKAAR,SM,,,,,AAKAAR MEDICAL TECHNO LTD,70.00,70.00,70.00,70.00,70.00,68.15,,70.00,,,1600,112000.00,1,F1,1600,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,235,INE087Z01024,AAKASH,EQ,,,,,AAKASH EXPLORATION SER L,9.05,9.34,8.85,8.92,8.93,9.09,,8.92,,,140427,1261001.46,312,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,758216,INE124401014,AARADHYA,ST,,,,,AARADHYA DISPOSAL INDUS L,138.00,138.00,134.25,136.00,136.00,138.00,,136.00,,,10800,1464900.00,9,F1,1200,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,5245,INE198H01019,AAREYDRUGS,EQ,,,,,AAREY DRUGS & PHARM LTD,98.50,102.01,98.02,101.57,102.01,100.26,,101.56,,,112885,11285923.01,815,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,761824,INE750R01016,AARNAV,BE,,,,,AARNAV FASHIONS LIMITED,34.40,36.48,33.51,36.05,36.00,35.00,,36.05,,,33429,1198533.61,125,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,1030,INE721Z01010,AARON,EQ,,,,,AARON INDUSTRIES LIMITED,118.50,125.00,116.71,124.11,123.05,116.68,,124.11,,,28654,3479379.97,636,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,17164,INE01C001026,AARTECH,BE,,,,,AARTECH SOLONICS LIMITED,50.20,51.17,49.46,50.11,50.79,50.41,,50.14,,,10014,503955.72,62,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,4481,INE767A01016,AARTIDRUGS,EQ,,,,,AARTI DRUGS LTD.,440.00,440.95,425.00,427.40,426.10,437.25,,427.50,,,212626,91334967.10,5656,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,7,INE769A01020,AARTIIND,EQ,,,,,AARTI INDUSTRIES LTD,487.85,492.70,484.60,489.25,488.50,489.45,,489.25,,,302323,147881998.15,15198,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,13868,INE0LRU01027,AARTIPHARM,EQ,,,,,AARTI PHARMALABS LIMITED,930.00,962.00,915.45,939.55,942.10,934.25,,939.52,,,675198,637306245.45,33528,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,19263,INE09EO01013,AARTISURF,BE,,,,,AARTI SURFACTANTS LIMITED,525.00,525.00,500.05,515.70,514.75,516.75,,515.70,,,5605,2871212.25,161,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,19073,INE754X01016,AARVI,EQ,,,,,AARVI ENCON LIMITED,135.85,139.94,135.85,136.91,138.00,135.85,,136.93,,,7911,1080802.10,170,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,763800,INE2FMX01012,AASTHA,EQ,,,,,AASTHA SPINTEX LIMITED,79.00,79.00,72.72,72.72,72.72,80.80,,72.72,,,4769681,351405226.10,14213,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,16961,INE0OB201016,AATMAJ,SM,,,,,AATMAJ HEALTHCARE LIMITED,20.40,20.40,20.35,20.40,20.40,19.90,,20.40,,,6000,122300.00,3,F1,2000,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,5385,INE216P01012,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1246.10,1277.20,1242.70,1267.70,1261.20,1256.40,,1268.29,,,49117,61682778.80,9625,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,7759,INE421A01028,ABAN,BE,,,,,ABAN OFFSHORE LTD.,13.80,14.22,13.68,13.85,14.21,13.95,,13.85,,,25867,362059.11,120,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,762523,INE365O01028,ABANSENT,EQ,,,,,ABANS ENTERPRISES LTD.,27.38,27.38,26.36,27.18,27.00,27.25,,27.33,,,3615,97067.99,132,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,13288,INE00ZE01026,AFSL,EQ,,,,,ABANS FINANCIAL SRVCS LTD,201.61,204.90,201.00,201.00,201.00,203.47,,201.00,,,4255,855706.40,80,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,13,INE117A01022,ABB,EQ,,,,,ABB INDIA LIMITED,7111.00,7201.50,7025.00,7052.50,7052.50,7129.00,,7052.88,,,80574,571083038.50,14255,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,17903,INE358A01014,ABBOTINDIA,EQ,,,,,ABBOTT INDIA LIMITED,26860.00,27095.00,26860.00,26955.00,26985.00,26860.00,,26949.46,,,2263,60987595.00,1495,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,755940,INE860H07IP2,78ABCL33,N1,,,,,ABCL 7.8% SR V,894.00,1000.00,894.00,990.00,990.00,1020.00,,990.00,,,41,39528.00,9,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,755944,INE860H07IT4,805ABCL28,N5,,,,,ABCL 8.05% SR III,1045.00,1047.00,1045.00,1047.00,1047.00,1067.00,,1047.00,,,59,61673.00,3,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,765463,INE1R2M01019,ABH,SM,,,,,ABH HEALTHCARE LIMITED,45.45,46.50,45.40,45.40,45.40,47.75,,45.40,,,32400,1474620.00,27,F1,1200,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,5551,INE251C01025,ABMINTLLTD,BE,,,,,ABM INTERNATIONAL LTD,46.12,46.12,45.20,45.20,45.20,46.12,,45.20,,,1136,52285.60,12,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,23783,INE0QRV01016,ABSMARINE,SM,,,,,ABS MARINE SERVICES LTD,313.00,320.00,301.50,317.00,320.00,309.60,,317.00,,,56500,17596550.00,96,F1,500,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,22,INE012A01025,ACC,EQ,,,,,ACC LIMITED,1236.10,1239.80,1230.50,1236.40,1235.00,1236.10,,1236.42,,,45301,55993364.50,6393,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,7053,INE793A01012,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1120.90,1130.90,1108.60,1110.00,1110.00,1120.90,,1110.00,,,10220,11374941.90,891,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,20488,INE0Q5D01013,ACCENTMIC,SM,,,,,ACCENT MICROCELL LIMITED,672.50,677.45,660.00,674.85,675.00,674.25,,674.85,,,80000,53674250.00,81,F1,500,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,757024,INE0T8T01010,ACCPL,ST,,,,,ACCRETION PHARMA LIMITED,200.00,205.00,198.00,203.30,203.30,205.00,,203.30,,,18000,3609720.00,11,F1,1200,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,1472,INE648Z01023,ACCURACY,BE,,,,,ACCURACY SHIPPING LIMITED,4.39,4.39,4.09,4.28,4.29,4.30,,4.31,,,85179,358930.83,157,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,11779,INE543V01017,ACEINTEG,EQ,,,,,ACE INTEGRATED SOLU. LTD.,17.03,17.99,17.03,17.58,17.60,17.71,,17.58,,,1030,18009.67,86,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,761112,INE1J6M01010,ACETEC,SM,,,,,ACETECH E-COMMERCE LTD,151.00,152.00,145.00,145.00,145.00,148.00,,145.00,,,6000,891720.00,5,F1,1200,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,27061,INE622W01025,ACMESOLAR,EQ,,,,,ACME SOLAR HOLDINGS LTD,446.90,449.75,431.50,442.90,439.65,446.65,,442.88,,,3082821,1358250228.00,56589,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,13587,INE731H01025,ACE,EQ,,,,,ACTION CONST EQUIP LTD,1242.00,1250.00,1212.10,1226.60,1223.80,1241.00,,1226.71,,,184368,226257309.00,15032,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,5578,INE00FF01025,ACUTAAS,EQ,,,,,ACUTAAS CHEMICALS LIMITED,3294.90,3311.40,3232.00,3272.50,3272.70,3283.70,,3272.48,,,153473,501417119.20,25984,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,10217,INE931S01010,ADANIENSOL,EQ,,,,,ADANI ENERGY SOLUTION LTD,1341.40,1344.00,1315.00,1338.50,1338.50,1340.50,,1338.51,,,1534753,2041633443.90,34850,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,12184,INE423A01024,ADANIENT,BL,,,,,ADANI ENTERPRISES LIMITED,2905.00,2905.00,2905.00,2905.00,2905.00,2913.40,,2905.00,,,8600000,24983000000.00,2,F1,999999999,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,25,INE423A01024,ADANIENT,EQ,,,,,ADANI ENTERPRISES LIMITED,2920.00,2939.90,2902.50,2916.50,2916.50,2900.00,,2916.47,,,570504,1666048960.90,42051,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,3563,INE364U01010,ADANIGREEN,EQ,,,,,ADANI GREEN ENERGY LTD,1279.90,1299.60,1270.20,1296.60,1296.60,1280.10,,1296.56,,,972126,1251738859.60,29039,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,15083,INE742F01042,ADANIPORTS,EQ,,,,,ADANI PORT & SEZ LTD,1791.80,1800.60,1775.00,1788.00,1788.00,1785.30,,1787.96,,,895306,1601195438.10,37063,F1,1,,,,,
2026-09-25,2026-09-25,CM,NSE,STK,17388,INE814H01029,ADANIPOWER,EQ,,,,,ADANI POWER LTD,200.00,203.60,196.10,202.75,202.75,199.48,,202.76,,,16171228,3245814998.91,81785,F1,1,,,,,
